record_id,date,year,month,day_of_week,day_type,is_public_holiday,holiday_name,is_covid_lockdown_period,origin_station,destination_station,line_name,distance_km,train_type,class,seat_capacity,tickets_sold,seat_utilization_pct,fare_lkr,revenue_lkr,delay_minutes
34904,2023-01-15,2023,1,Sunday,Weekend,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Express,2nd Class,270,218,80.74,432.75,94339.5,7
34905,2023-01-15,2023,1,Sunday,Weekend,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Express,3rd Class,585,489,83.59,206.22,100841.58,7
34906,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,1st Class,45,22,48.89,5410.98,119041.56,2
34907,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,2nd Class,270,127,47.04,2974.57,377770.39,2
34908,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,3rd Class,585,327,55.9,1435.97,469562.19,2
34909,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,1st Class,25,17,68.0,1590.6,27040.2,4
34910,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,2nd Class,150,101,67.33,906.12,91518.12,4
34911,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,3rd Class,325,206,63.38,422.5,87035.0,4
34912,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,1st Class,45,45,100.0,3767.17,169522.65,8
34913,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,2nd Class,270,258,95.56,2000.06,516015.48,8
34914,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,3rd Class,585,566,96.75,959.47,543060.02,8
34915,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,1st Class,25,19,76.0,472.15,8970.85,12
34916,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,2nd Class,150,103,68.67,264.91,27285.73,12
34917,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,3rd Class,325,237,72.92,130.59,30949.83,12
34918,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,1st Class,25,20,80.0,3526.82,70536.4,19
34919,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,2nd Class,150,104,69.33,1836.33,190978.32,19
34920,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,3rd Class,325,251,77.23,895.13,224677.63,19
34921,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,1st Class,37,35,94.59,3714.97,130023.95,8
34922,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,2nd Class,225,214,95.11,2111.86,451938.04,8
34923,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,3rd Class,487,434,89.12,1070.98,464805.32,8
34924,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,1st Class,45,17,37.78,1674.99,28474.83,13
34925,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,2nd Class,270,117,43.33,966.71,113105.07,13
34926,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,3rd Class,585,244,41.71,472.05,115180.2,13
34927,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,1st Class,25,19,76.0,1267.86,24089.34,6
34928,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,2nd Class,150,122,81.33,658.88,80383.36,6
34929,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,3rd Class,325,226,69.54,338.56,76514.56,6
34930,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,1st Class,45,35,77.78,1249.43,43730.05,10
34931,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,2nd Class,270,194,71.85,726.55,140950.7,10
34932,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,3rd Class,585,439,75.04,353.91,155366.49,10
34933,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Intercity,1st Class,37,23,62.16,1490.28,34276.44,13
34934,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Intercity,2nd Class,225,136,60.44,834.97,113555.92,13
34935,2023-01-16,2023,1,Monday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Intercity,3rd Class,487,301,61.81,431.73,129950.73,13
34936,2023-01-16,2023,1,Monday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Express,1st Class,45,40,88.89,747.6,29904.0,13
34937,2023-01-16,2023,1,Monday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Express,2nd Class,270,234,86.67,430.33,100697.22,13
34938,2023-01-16,2023,1,Monday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Express,3rd Class,585,482,82.39,206.23,99402.86,13
34939,2023-01-16,2023,1,Monday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Night Mail,1st Class,32,18,56.25,780.55,14049.9,3
34940,2023-01-16,2023,1,Monday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Night Mail,2nd Class,195,97,49.74,422.29,40962.13,3
34941,2023-01-16,2023,1,Monday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Night Mail,3rd Class,422,173,41.0,204.57,35390.61,3
34942,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Night Mail,1st Class,32,24,75.0,1337.05,32089.2,6
34943,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Night Mail,2nd Class,195,157,80.51,700.03,109904.71,6
34944,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Night Mail,3rd Class,422,339,80.33,383.97,130165.83,6
34945,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,1st Class,25,14,56.0,2332.5,32655.0,9
34946,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,2nd Class,150,82,54.67,1220.92,100115.44,9
34947,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,3rd Class,325,184,56.62,646.04,118871.36,9
34948,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,1st Class,37,27,72.97,2814.84,76000.68,27
34949,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,2nd Class,225,160,71.11,1520.54,243286.4,27
34950,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,3rd Class,487,327,67.15,719.39,235240.53,27
34951,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,1st Class,25,15,60.0,1580.92,23713.8,5
34952,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,2nd Class,150,90,60.0,860.85,77476.5,5
34953,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,3rd Class,325,171,52.62,416.18,71166.78,5
34954,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,1st Class,25,13,52.0,470.47,6116.11,5
34955,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,2nd Class,150,88,58.67,273.8,24094.4,5
34956,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,3rd Class,325,200,61.54,129.41,25882.0,5
34957,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,1st Class,25,23,92.0,3436.34,79035.82,1
34958,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,2nd Class,150,137,91.33,1886.15,258402.55,1
34959,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,3rd Class,325,300,92.31,963.5,289050.0,1
34960,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,1st Class,37,27,72.97,3855.23,104091.21,9
34961,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,2nd Class,225,156,69.33,2147.93,335077.08,9
34962,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,3rd Class,487,329,67.56,1025.31,337326.99,9
34963,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,1st Class,25,18,72.0,5275.35,94956.3,15
34964,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,2nd Class,150,120,80.0,2791.01,334921.2,15
34965,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,3rd Class,325,230,70.77,1456.03,334886.9,15
34966,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,1st Class,25,21,84.0,1772.79,37228.59,33
34967,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,2nd Class,150,134,89.33,964.87,129292.58,33
34968,2023-01-17,2023,1,Tuesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,3rd Class,325,252,77.54,480.62,121116.24,33
34969,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,1st Class,25,16,64.0,4053.26,64852.16,1
34970,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,2nd Class,150,94,62.67,2131.37,200348.78,1
34971,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,3rd Class,325,164,50.46,1044.18,171245.52,1
34972,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Intercity,1st Class,37,32,86.49,3536.37,113163.84,17
34973,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Intercity,2nd Class,225,199,88.44,1828.87,363945.13,17
34974,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Intercity,3rd Class,487,420,86.24,965.01,405304.2,17
34975,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Night Mail,1st Class,32,32,100.0,2110.81,67545.92,8
34976,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Night Mail,2nd Class,195,178,91.28,1203.14,214158.92,8
34977,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Night Mail,3rd Class,422,414,98.1,558.6,231260.4,8
34978,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Express,1st Class,45,29,64.44,1214.64,35224.56,9
34979,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Express,2nd Class,270,201,74.44,653.22,131297.22,9
34980,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Express,3rd Class,585,435,74.36,328.12,142732.2,9
34981,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,1st Class,45,27,60.0,2874.37,77607.99,18
34982,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,2nd Class,270,172,63.7,1467.85,252470.2,18
34983,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,3rd Class,585,381,65.13,745.78,284142.18,18
34984,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,1st Class,25,14,56.0,3490.4,48865.6,2
34985,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,2nd Class,150,100,66.67,1850.82,185082.0,2
34986,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,3rd Class,325,188,57.85,975.64,183420.32,2
34987,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,1st Class,45,33,73.33,1416.72,46751.76,6
34988,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,2nd Class,270,193,71.48,757.64,146224.52,6
34989,2023-01-18,2023,1,Wednesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,3rd Class,585,354,60.51,372.04,131702.16,6
34990,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Night Mail,1st Class,32,17,53.12,1381.08,23478.36,13
34991,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Night Mail,2nd Class,195,98,50.26,744.55,72965.9,13
34992,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Night Mail,3rd Class,422,205,48.58,360.45,73892.25,13
34993,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Slow/Local,1st Class,25,25,100.0,1505.93,37648.25,25
34994,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Slow/Local,2nd Class,150,150,100.0,858.87,128830.5,25
34995,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Slow/Local,3rd Class,325,316,97.23,404.89,127945.24,25
34996,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Intercity,1st Class,37,28,75.68,3506.15,98172.2,13
34997,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Intercity,2nd Class,225,198,88.0,1924.06,380963.88,13
34998,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Intercity,3rd Class,487,405,83.16,975.93,395251.65,13
34999,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,1st Class,45,29,64.44,1559.26,45218.54,17
35000,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,2nd Class,270,189,70.0,844.06,159527.34,17
35001,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,3rd Class,585,396,67.69,411.05,162775.8,17
35002,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,1st Class,37,32,86.49,1681.35,53803.2,2
35003,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,2nd Class,225,184,81.78,864.7,159104.8,2
35004,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,3rd Class,487,384,78.85,422.93,162405.12,2
35005,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Express,1st Class,45,42,93.33,4173.85,175301.7,0
35006,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Express,2nd Class,270,256,94.81,2319.02,593669.12,0
35007,2023-01-19,2023,1,Thursday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Express,3rd Class,585,542,92.65,1145.86,621056.12,0
35008,2023-01-20,2023,1,Friday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,1st Class,25,18,72.0,2197.01,39546.18,32
35009,2023-01-20,2023,1,Friday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,2nd Class,150,114,76.0,1233.36,140603.04,32
35010,2023-01-20,2023,1,Friday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,3rd Class,325,281,86.46,620.82,174450.42,32
35011,2023-01-20,2023,1,Friday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,1st Class,25,14,56.0,791.66,11083.24,4
35012,2023-01-20,2023,1,Friday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,2nd Class,150,69,46.0,440.14,30369.66,4
35013,2023-01-20,2023,1,Friday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,3rd Class,325,194,59.69,193.34,37507.96,4
35014,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,1st Class,37,14,37.84,1361.49,19060.86,8
35015,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,2nd Class,225,82,36.44,665.5,54571.0,8
35016,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,3rd Class,487,166,34.09,328.92,54600.72,8
35017,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Slow/Local,1st Class,25,15,60.0,1568.68,23530.2,15
35018,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Slow/Local,2nd Class,150,74,49.33,851.06,62978.44,15
35019,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Slow/Local,3rd Class,325,195,60.0,406.2,79209.0,15
35020,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Intercity,1st Class,37,30,81.08,2175.87,65276.1,32
35021,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Intercity,2nd Class,225,159,70.67,1158.27,184164.93,32
35022,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Intercity,3rd Class,487,381,78.23,598.04,227853.24,32
35023,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,1st Class,25,15,60.0,4053.69,60805.35,8
35024,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,2nd Class,150,97,64.67,2128.58,206472.26,8
35025,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,3rd Class,325,207,63.69,1028.95,212992.65,8
35026,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Intercity,1st Class,37,33,89.19,3397.05,112102.65,5
35027,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Intercity,2nd Class,225,198,88.0,1802.32,356859.36,5
35028,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Intercity,3rd Class,487,449,92.2,911.06,409065.94,5
35029,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,1st Class,25,21,84.0,2901.1,60923.1,2
35030,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,2nd Class,150,136,90.67,1510.96,205490.56,2
35031,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,3rd Class,325,285,87.69,748.48,213316.8,2
35032,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,1st Class,25,22,88.0,2114.31,46514.82,28
35033,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,2nd Class,150,138,92.0,1180.99,162976.62,28
35034,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,3rd Class,325,299,92.0,578.8,173061.2,28
35035,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Intercity,1st Class,37,36,97.3,1685.56,60680.16,6
35036,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Intercity,2nd Class,225,218,96.89,926.88,202059.84,6
35037,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Intercity,3rd Class,487,487,100.0,463.73,225836.51,6
35038,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Intercity,1st Class,37,24,64.86,3663.43,87922.32,28
35039,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Intercity,2nd Class,225,146,64.89,1879.7,274436.2,28
35040,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Intercity,3rd Class,487,301,61.81,955.41,287578.41,28
35041,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,1st Class,25,16,64.0,3330.8,53292.8,15
35042,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,2nd Class,150,93,62.0,1920.91,178644.63,15
35043,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,3rd Class,325,185,56.92,944.46,174725.1,15
35044,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Slow/Local,1st Class,25,18,72.0,4181.25,75262.5,13
35045,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Slow/Local,2nd Class,150,109,72.67,2265.21,246907.89,13
35046,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Slow/Local,3rd Class,325,223,68.62,1150.08,256467.84,13
35047,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,1st Class,25,22,88.0,5276.77,116088.94,3
35048,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,2nd Class,150,138,92.0,2871.25,396232.5,3
35049,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,3rd Class,325,305,93.85,1480.21,451464.05,3
35050,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Night Mail,1st Class,32,28,87.5,1870.73,52380.44,24
35051,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Night Mail,2nd Class,195,172,88.21,955.79,164395.88,24
35052,2023-01-20,2023,1,Friday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Night Mail,3rd Class,422,383,90.76,490.45,187842.35,24
35053,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,1st Class,25,24,96.0,3604.0,86496.0,13
35054,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,2nd Class,150,150,100.0,1914.27,287140.5,13
35055,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,3rd Class,325,311,95.69,999.46,310832.06,13
35056,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,1st Class,25,19,76.0,3971.5,75458.5,34
35057,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,2nd Class,150,127,84.67,2180.22,276887.94,34
35058,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,3rd Class,325,260,80.0,1061.07,275878.2,34
35059,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,1st Class,25,17,68.0,1432.17,24346.89,13
35060,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,2nd Class,150,86,57.33,731.95,62947.7,13
35061,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,3rd Class,325,192,59.08,357.08,68559.36,13
35062,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,1st Class,25,23,92.0,2815.25,64750.75,10
35063,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,2nd Class,150,150,100.0,1456.39,218458.5,10
35064,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,3rd Class,325,325,100.0,720.8,234260.0,10
35065,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,1st Class,25,23,92.0,2141.36,49251.28,17
35066,2023-01-21,2023,1,Saturday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,2nd Class,150,131,87.33,1147.87,150370.97,17
